Country,Continent,Rank,Title,Artists,Album,Explicit,Duration
Philippines,Asia,31,Binibini,"Matthaios, Calvin De Leon",Binibini,0,2:17
Philippines,Asia,32,If the World Was Ending - feat. Julia Michaels,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),0,3:28
Philippines,Asia,33,Maybe The Night,Ben&Ben,Maybe The Night,0,3:37
Philippines,Asia,34,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
Philippines,Asia,35,Falling,Trevor Daniel,Nicotine,0,2:39
Philippines,Asia,36,good guys,LANY,good guys,0,3:44
Philippines,Asia,37,Memories,Maroon 5,Memories,0,3:09
Philippines,Asia,38,Pagtingin,Ben&Ben,LIMASAWA STREET,0,3:47
Philippines,Asia,39,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Philippines,Asia,40,Daechwita,Agust D,D-2,1,3:45
Philippines,Asia,41,Ivana,Soulstice,Ivana,1,4:06
Philippines,Asia,42,Mean It,"Lauv, LANY",~how i'm feeling~,0,3:52
Philippines,Asia,43,Titig,"MC Einstein, Flow G, Jekkpot, Yuridope",Titig,0,4:19
Philippines,Asia,44,Daisies,Katy Perry,Daisies,0,2:53
Philippines,Asia,45,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
Philippines,Asia,46,Yellow Hearts,Ant Saunders,Yellow Hearts,0,3:43
Philippines,Asia,47,Sana,I Belong to the Zoo,Sana,0,4:37
Philippines,Asia,48,Bounty,Ex Battalion,Bounty,0,5:54
Philippines,Asia,49,Leaves,Ben&Ben,Leaves,0,5:10
Philippines,Asia,50,Kung Pwede Lang,Emman,Kung Pwede Lang,0,3:14
Poland,Europe,1,BUBBLETEA,"Quebonafide, Daria Zawiałow",ROMANTIC PSYCHO,0,4:44
Poland,Europe,2,#Hot16Challenge2,"Szpaku, Raff J.R.",#Hot16Challenge2,1,2:34
Poland,Europe,3,Blinding Lights,The Weeknd,After Hours,0,3:20
Poland,Europe,4,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Poland,Europe,5,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Poland,Europe,6,TOKYO2020,"Quebonafide, Taco Hemingway",ROMANTIC PSYCHO,0,3:13
Poland,Europe,7,Impreza,"Sobel, Lezter",Impreza,1,2:45
Poland,Europe,8,Szampan,sanah,Królowa dram,0,3:20
Poland,Europe,9,SZUBIENICAPESTYCYDYBROŃ,Quebonafide,ROMANTIC PSYCHO,0,3:51
Poland,Europe,10,Niedostępny (prod. by Olek) (feat. DMN),"Malik Montana, OLEK, DMN",Niedostępny (prod. by Olek) (feat. DMN),0,2:32
Poland,Europe,11,In Your Eyes,The Weeknd,After Hours,1,3:57
Poland,Europe,12,Młody Boss,Żabson,Młody Boss,0,4:08
Poland,Europe,13,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Poland,Europe,14,GOOBA,6ix9ine,GOOBA,1,2:12
Poland,Europe,15,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Poland,Europe,16,Salt,Ava Max,Salt,0,3:00
Poland,Europe,17,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Poland,Europe,18,Physical,Dua Lipa,Future Nostalgia,0,3:13
Poland,Europe,19,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Poland,Europe,20,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Poland,Europe,21,100 dni do matury,Mata,100 dni do matury,0,5:01
Poland,Europe,22,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Poland,Europe,23,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Poland,Europe,24,Melodia,sanah,Królowa dram,0,3:03
Poland,Europe,25,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Poland,Europe,26,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Poland,Europe,27,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Poland,Europe,28,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Poland,Europe,29,Rainman,"Tymek, TEDE, Trill Pem, Michał Graczyk, 2K",FIT,1,3:45
Poland,Europe,30,BLUE,"Tiësto, Stevie Appleton",The London Sessions,0,2:47
Poland,Europe,31,Patointeligencja,Mata,100 dni do matury,0,4:17
Poland,Europe,32,Say So,Doja Cat,Hot Pink,1,3:57
Poland,Europe,33,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Poland,Europe,34,NIEPŁACZĘPONOTREDAME,"Quebonafide, Bedoes",ROMANTIC PSYCHO,0,3:32
Poland,Europe,35,VOGUE,"Bedoes, Lanek",Opowieści z Doliny Smoków,0,3:38
Poland,Europe,36,Surfer,Be Vis,duch czasu,1,2:35
Poland,Europe,37,Drift,"Bialas, Mata, Lanek",H8,0,2:46
Poland,Europe,38,W PIĄTKI LEŻĘ W WANNIE,"Taco Hemingway, Dawid Podsiadło","POCZTÓWKA Z WWA, LATO '19",0,3:40
Poland,Europe,39,Królowa dram,sanah,Królowa dram,0,3:05
Poland,Europe,40,Język ciała,"Tymek, Big Scythe",Klubowe,1,3:21
Poland,Europe,41,GOMBAO 33,"Mata, Wyguś, Szczepan, Adam",100 dni do matury,0,5:40
Poland,Europe,42,ASPARTAM,"Quebonafide, Mata",ROMANTIC PSYCHO,0,3:24
Poland,Europe,43,GAZPROM,"Quebonafide, Sokół, Czarny HIFI",ROMANTIC PSYCHO,0,3:14
Poland,Europe,44,Kings & Queens,Ava Max,Kings & Queens,0,2:42
Poland,Europe,45,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
Poland,Europe,46,Daechwita,Agust D,D-2,1,3:45
Poland,Europe,47,In Your Eyes (feat. Alida),"Robin Schulz, Alida",In Your Eyes (feat. Alida),0,3:28
Poland,Europe,48,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Poland,Europe,49,Będzie Lepiej,"Miyo, Tymek",Będzie Lepiej,0,3:05
Poland,Europe,50,Mogę Dziś Umierać,White 2115,Młody Książę,0,2:51
Portugal,Europe,1,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Portugal,Europe,2,Blinding Lights,The Weeknd,After Hours,0,3:20
Portugal,Europe,3,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Portugal,Europe,4,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Portugal,Europe,5,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Portugal,Europe,6,"Tempo (feat. Tóy Tóy T-Rex, LON3R JOHNY & BISPO)","FRANKIEONTHEGUITAR, Tóy Tóy T-Rex, LON3R JOHNY, Bispo","Tempo (feat. Tóy Tóy T-Rex, LON3R JOHNY & BISPO)",0,4:10
Portugal,Europe,7,Tudo no Sigilo,"Vytinho NG, MC Bianca",Tudo no Sigilo,1,2:36
Portugal,Europe,8,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Portugal,Europe,9,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Portugal,Europe,10,La Bella Mafia,Wet Bed Gang,La Bella Mafia,1,4:00
Portugal,Europe,11,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Portugal,Europe,12,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Portugal,Europe,13,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Portugal,Europe,14,Conclusão,Julinho Ksd,Conclusão,0,2:27
Portugal,Europe,15,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Portugal,Europe,16,Lembrei-me,Bispo,Mais Antigo,0,3:26
Portugal,Europe,17,Mama Ta Xinti,Julinho Ksd,Mama Ta Xinti,0,3:01
Portugal,Europe,18,menina solta,Giulia Be,menina solta,0,2:30
Portugal,Europe,19,Somos Iguais,Plutónio,"Sacrifício: Sangue, Lágrimas, Suor",0,3:57
Portugal,Europe,20,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Portugal,Europe,21,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Portugal,Europe,22,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
Portugal,Europe,23,Louco,"Piruka, Bluay",Louco,0,4:04
Portugal,Europe,24,Te Amo,Calema,Yellow,0,4:18
Portugal,Europe,25,Falling,Trevor Daniel,Nicotine,0,2:39
Portugal,Europe,26,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Portugal,Europe,27,Hoji N'ka ta Rola,Julinho Ksd,Hoji N'ka ta Rola,0,3:56
Portugal,Europe,28,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Portugal,Europe,29,GOOBA,6ix9ine,GOOBA,1,2:12
Portugal,Europe,30,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Portugal,Europe,31,Eterna Sacanagem,"MC JottaPê, MC Kekel, MC Kevinho",Eterna Sacanagem,0,2:48
Portugal,Europe,32,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Portugal,Europe,33,Tranquilo,Aragão,Tranquilo,1,4:23
Portugal,Europe,34,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Portugal,Europe,35,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Portugal,Europe,36,Sunday Best,Surfaces,Where the Light Is,0,2:38
Portugal,Europe,37,Don't Rush (feat. Headie One),"Young T & Bugsey, Headie One",Plead The 5th,1,3:27
Portugal,Europe,38,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Portugal,Europe,39,Conto,Dillaz,Conto,0,3:22
Portugal,Europe,40,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Portugal,Europe,41,Say So,Doja Cat,Hot Pink,1,3:57
Portugal,Europe,42,HEI,ProfJam,HEI,0,3:28
Portugal,Europe,43,In Your Eyes,The Weeknd,After Hours,1,3:57
Portugal,Europe,44,everything i wanted,Billie Eilish,everything i wanted,0,4:05
Portugal,Europe,45,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Portugal,Europe,46,Essa Saia (feat. Ivandro),"Bispo, Ivandro",Mais Antigo,0,3:30
Portugal,Europe,47,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Portugal,Europe,48,Party Girl,StaySolidRocky,Party Girl,0,2:27
Portugal,Europe,49,S2,Bispo,S2,0,2:33
Portugal,Europe,50,Adore You,Harry Styles,Fine Line,0,3:27
Romania,Europe,1,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Romania,Europe,2,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Romania,Europe,3,Go Gettas,"andrei, Killa Fonic, Nane, bbno$, Azteca",Go Gettas,1,2:58
Romania,Europe,4,Blinding Lights,The Weeknd,After Hours,0,3:20
Romania,Europe,5,GOOBA,6ix9ine,GOOBA,1,2:12
Romania,Europe,6,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Romania,Europe,7,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Romania,Europe,8,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Romania,Europe,9,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Romania,Europe,10,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Romania,Europe,11,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Romania,Europe,12,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Romania,Europe,13,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Romania,Europe,14,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Romania,Europe,15,Daechwita,Agust D,D-2,1,3:45
Romania,Europe,16,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
Romania,Europe,17,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Romania,Europe,18,Falling,Trevor Daniel,Nicotine,0,2:39
Romania,Europe,19,Miami Bici,Killa Fonic,Miami Bici,0,3:04
Romania,Europe,20,Sigur Dar Incet,"Ian, Azteca",Sigur Dar Incet,1,3:02
Romania,Europe,21,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
Romania,Europe,22,In Your Eyes,The Weeknd,After Hours,1,3:57
Romania,Europe,23,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Romania,Europe,24,After Party,Don Toliver,Heaven Or Hell,1,2:47
Romania,Europe,25,Dau Moda,"Jador, Lino Golden",Dau Moda,0,2:18
Romania,Europe,26,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Romania,Europe,27,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
Romania,Europe,28,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Romania,Europe,29,Dragostea Ta,Nane,Dragostea Ta,0,3:29
Romania,Europe,30,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Romania,Europe,31,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Romania,Europe,32,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Romania,Europe,33,Party Girl,StaySolidRocky,Party Girl,0,2:27
Romania,Europe,34,Pala Mande,"Azteca, Ian",Pala Mande,1,2:59
Romania,Europe,35,Dior,"Marko Glass, Bvcovia",Dior,1,2:57
Romania,Europe,36,Mili,"Ian, Amtilb, Simiz",Mili,1,2:53
Romania,Europe,37,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
Romania,Europe,38,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Romania,Europe,39,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Romania,Europe,40,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Romania,Europe,41,60 De Zile,"Ian, Amuly",60 De Zile,1,2:56
Romania,Europe,42,Haolo,"Killa Fonic, Nane",Haolo,1,2:51
Romania,Europe,43,Nefiu,"Ian, Azteca",Nefiu,1,3:05
Romania,Europe,44,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
Romania,Europe,45,Sunday Best,Surfaces,Where the Light Is,0,2:38
Romania,Europe,46,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
Romania,Europe,47,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Romania,Europe,48,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
Romania,Europe,49,Lose Control,"MEDUZA, Becky Hill, Goodboys",Lose Control,0,2:48
Romania,Europe,50,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
Singapore,Asia,1,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Singapore,Asia,2,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Singapore,Asia,3,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",eight,0,2:47
Singapore,Asia,4,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
Singapore,Asia,5,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
Singapore,Asia,6,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Singapore,Asia,7,Blinding Lights,The Weeknd,After Hours,0,3:20
Singapore,Asia,8,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Singapore,Asia,9,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
Singapore,Asia,10,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
Singapore,Asia,11,Daechwita,Agust D,D-2,1,3:45
Singapore,Asia,12,Memories,Maroon 5,Memories,0,3:09
Singapore,Asia,13,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Singapore,Asia,14,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Singapore,Asia,15,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Singapore,Asia,16,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Singapore,Asia,17,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Singapore,Asia,18,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Singapore,Asia,19,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Singapore,Asia,20,If the World Was Ending - feat. Julia Michaels,"JP Saxe, Julia Michaels",If the World Was Ending (feat. Julia Michaels),0,3:28
Singapore,Asia,21,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
Singapore,Asia,22,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Singapore,Asia,23,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),0,3:35
Singapore,Asia,24,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Singapore,Asia,25,Sunday Best,Surfaces,Where the Light Is,0,2:38
Singapore,Asia,26,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,"想見你想見你想見你(電視劇""想見你""片尾曲)",0,3:59
Singapore,Asia,27,In Your Eyes,The Weeknd,After Hours,1,3:57
Singapore,Asia,28,怎麼了,Eric Chou,終於了解自由 (Deluxe),0,5:21
Singapore,Asia,29,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
Singapore,Asia,30,說好不哭,"Jay Chou, Ashin Chen",說好不哭,0,3:42
Singapore,Asia,31,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Singapore,Asia,32,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
Singapore,Asia,33,Falling,Trevor Daniel,Nicotine,0,2:39
Singapore,Asia,34,Say So,Doja Cat,Hot Pink,1,3:57
Singapore,Asia,35,Daisies,Katy Perry,Daisies,0,2:53
Singapore,Asia,36,Suasana Di Hari Raya,Anuar & Ellina,Suasana Di Hari Raya,0,3:15
Singapore,Asia,37,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
Singapore,Asia,38,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Singapore,Asia,39,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber","10,000 Hours (with Justin Bieber)",0,2:47
Singapore,Asia,40,WANNABE,ITZY,IT'z ME,0,3:11
Singapore,Asia,41,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Singapore,Asia,42,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",Eric Chou,"愛,教會我們的事",0,4:47
Singapore,Asia,43,What do you think?,Agust D,D-2,1,3:02
Singapore,Asia,44,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Singapore,Asia,45,Seloka Hari Raya,"Uji Rashid, Hail Amir",Siri Bintang Pujaan,0,2:58
Singapore,Asia,46,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,A-Lin原聲帶,0,3:57
Singapore,Asia,47,告白氣球,Jay Chou,周杰倫的床邊故事,0,3:35
Singapore,Asia,48,Strange,"Agust D, RM",D-2,0,3:16
Singapore,Asia,49,28,"Agust D, NiiHWA",D-2,0,2:13
Singapore,Asia,50,Moonlight,Agust D,D-2,1,2:43
Slovakia,Europe,1,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
Slovakia,Europe,2,GOOBA,6ix9ine,GOOBA,1,2:12
Slovakia,Europe,3,Blinding Lights,The Weeknd,After Hours,0,3:20
Slovakia,Europe,4,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
Slovakia,Europe,5,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
Slovakia,Europe,6,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
Slovakia,Europe,7,Viac,"Nerieš, Separ",OK,1,3:32
Slovakia,Europe,8,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
Slovakia,Europe,9,Ahoj Ahoj Čo Ty,Separ,Og,1,2:15
Slovakia,Europe,10,Og,Separ,Og,1,3:22
Slovakia,Europe,11,Origami,"Separ, Ben Cristovao",Og,1,3:50
Slovakia,Europe,12,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
Slovakia,Europe,13,Čo Odo Mňa Chcete,"Separ, Karlo, Nik Tendo, Yzomandias",Og,1,3:57
Slovakia,Europe,14,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
Slovakia,Europe,15,Strýko Separ,Separ,Og,1,2:14
Slovakia,Europe,16,Čo Sa Dá,Separ,Og,1,2:24
Slovakia,Europe,17,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
Slovakia,Europe,18,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
Slovakia,Europe,19,Falling,Trevor Daniel,Nicotine,0,2:39
Slovakia,Europe,20,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
Slovakia,Europe,21,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
Slovakia,Europe,22,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
Slovakia,Europe,23,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
Slovakia,Europe,24,Všetci Za Jedného,"Separ, Tina",Og,0,3:58
Slovakia,Europe,25,Pinokio,"Separ, Dano Kapitán",Og,0,3:37
Slovakia,Europe,26,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
Slovakia,Europe,27,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
Slovakia,Europe,28,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
Slovakia,Europe,29,Ride It,Regard,Ride It,0,2:37
Slovakia,Europe,30,In Your Eyes,The Weeknd,After Hours,1,3:57
Slovakia,Europe,31,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
Slovakia,Europe,32,Sunday Best,Surfaces,Where the Light Is,0,2:38
Slovakia,Europe,33,J Lo,"Kontrafakt, Dalyb, Dokkeytino, Mirez, Zayo",Real Newz,1,3:32
Slovakia,Europe,34,Ruka Na Volante,Nerieš,OK,0,2:52
Slovakia,Europe,35,Circles,Post Malone,Hollywood's Bleeding,0,3:35
Slovakia,Europe,36,Schíza,"Separ, DMS",Og,1,3:36
Slovakia,Europe,37,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
Slovakia,Europe,38,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
Slovakia,Europe,39,Snake Moves,"Separ, Yzomandias",Og,1,2:32
Slovakia,Europe,40,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
Slovakia,Europe,41,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
Slovakia,Europe,42,Neviditelnej,"Kontrafakt, Calin, Viktor Sheen",Real Newz,1,3:51
Slovakia,Europe,43,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
Slovakia,Europe,44,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
Slovakia,Europe,45,Ruky Preč,"Separ, Bitman, Rest",Og,1,3:53
Slovakia,Europe,46,So Mnou,Separ,Og,1,2:27
Slovakia,Europe,47,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
Slovakia,Europe,48,Salt,Ava Max,Salt,0,3:00
Slovakia,Europe,49,Vietor,"Separ, Nerieš",Og,1,2:44
Slovakia,Europe,50,Hood Hero,Separ,Og,1,2:28
South Africa,Africa,1,Blinding Lights,The Weeknd,After Hours,0,3:20
South Africa,Africa,2,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
South Africa,Africa,3,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
South Africa,Africa,4,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
South Africa,Africa,5,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
South Africa,Africa,6,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
South Africa,Africa,7,ZOL,Max Hurrell,ZOL,0,2:12
South Africa,Africa,8,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
South Africa,Africa,9,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
South Africa,Africa,10,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
South Africa,Africa,11,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
South Africa,Africa,12,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
South Africa,Africa,13,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
South Africa,Africa,14,Circles,Post Malone,Hollywood's Bleeding,0,3:35
South Africa,Africa,15,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
South Africa,Africa,16,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
South Africa,Africa,17,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
South Africa,Africa,18,Falling,Trevor Daniel,Nicotine,0,2:39
South Africa,Africa,19,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
South Africa,Africa,20,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
South Africa,Africa,21,Memories,Maroon 5,Memories,0,3:09
South Africa,Africa,22,You're the One,Elaine,Elements,0,3:20
South Africa,Africa,23,In Your Eyes,The Weeknd,After Hours,1,3:57
South Africa,Africa,24,Chicago Freestyle (feat. Giveon),"Drake, Giveon",Dark Lane Demo Tapes,1,3:40
South Africa,Africa,25,Say So (feat. Nicki Minaj),"Doja Cat, Nicki Minaj",Say So (feat. Nicki Minaj),1,3:26
South Africa,Africa,26,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
South Africa,Africa,27,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
